sale_date_previous,sale_date_projected,sale_time,file_number,property_address,place_of_sale,loan_date,trustor,county,original_loan_amount,file_status,opening_bid_amount,max_bid_amount,sale_notation
,10/15/2025,10:30 AM,113376-CA,"3025E Corto Pl, Long Beach CA, 90803","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 09/10/2025 to 10/15/2025
,10/15/2025,10:30 AM,130916-CA,"10421 South 1St Avenue, Inglewood CA, 90303","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 08/13/2025 to 10/15/2025
,10/15/2025,03:30 PM,131030-CA,"497 Crestwood Dr, Paradise CA, 95969","AT THE MAIN ENTRANCE TO THE BUTTE COUNTY COURTHOUSE, 1 COURT STREET, OROVILLE, CA 95965",,,,,,,,From 09/03/2025 to 10/15/2025
,10/15/2025,10:30 AM,124271-CA,"3100 Millicent Way, Pasadena CA, 91107","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 09/10/2025 to 10/15/2025
,10/15/2025,09:30 AM,111456-CA,"4449 Virgil, Stockton CA, 95215","AT THE EAST WEBER AVENUE ENTRANCE STEPS TO THE SAN JOAQUIN COUNTY COURTHOUSE, 180 EAST WEBER AVE., STOCKTON, CA 95202",,,,,,,,From 09/10/2025 to 10/15/2025
,10/15/2025,10:30 AM,125663-CA,"5001 Manchester Ct, Granite Bay CA, 95746","OUTSIDE THE MAIN ENTRANCE TO CITY OF ROSEVILLE CIVIC CENTER, 311 VERNON STREET, ROSEVILLE, CA 95678",,,,,,,,From 08/27/2025 to 10/15/2025
,10/15/2025,10:30 AM,125948-CA,"6502 4Th Ave, Los Angeles CA, 90043","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 09/10/2025 to 10/15/2025
,10/15/2025,10:00 AM,124169-CA,"426 Raymond Avenue, San Jose CA, 95128","AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113",,,,,,,,From 09/10/2025 to 10/15/2025
,10/15/2025,10:30 AM,123208-CA,"390 S Sepulveda Blvd 208, Los Angeles CA, 90049","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 09/10/2025 to 10/15/2025
,10/15/2025,01:00 PM,131631-CA,"2760 E SAN ANGELO RD, PALM SPRINGS CA, 92262","AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882",,,,,,,,From 09/10/2025 to 10/15/2025
,10/14/2025,09:00 AM,136629-CA,"653 Main Ave, Sacramento CA, 95838","AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814",,,,,,,,
,10/15/2025,01:00 PM,130551-CA,"1034 Arbula Drive, Crestline CA, 92325","At the main (south) entrance to the City of Chino Civic Center, 13220 Central Avenue, Chino, CA 91710",,,,,,,,
,10/14/2025,09:00 AM,124583-CA,"7484 Kellogg Ave, Twentynine Palms CA, 92277","AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710",,,,,,,,From 09/05/2025 to 10/14/2025
,10/14/2025,09:00 AM,126202-CA,"14427 Laguna Court, Adelanto CA, 92301","AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710",,,,,,,,From 09/05/2025 to 10/14/2025
,10/14/2025,09:00 AM,124753-CA,"2258 Riv Trls Cir, Rancho Cordova CA, 95670","AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814",,,,,,,,From 08/05/2025 to 10/14/2025
,10/14/2025,09:00 AM,130734-CA,"741 E Hawthorne St, Ontario CA, 91764","AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710",,,,,,,,From 05/13/2025 to 10/14/2025
,10/14/2025,09:00 AM,134105-CA,"541 Lindsay Ave, Sacramento CA, 95838","AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814",,,,,,,,From 08/05/2025 to 10/14/2025
,10/14/2025,09:00 AM,133448-CA,"3905 Clayton Rd 15, Concord CA, 94521","At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523",,,,,,,,From 08/05/2025 to 10/14/2025
,10/14/2025,09:00 AM,134900-CA,"11532 Shahaptain Ave, Hesperia CA, 92345","AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710",,,,,,,,From 09/05/2025 to 10/14/2025
,10/14/2025,09:00 AM,134631-CA,"24 Richie Drive, Pleasant Hill CA, 94523","At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523",,,,,,,,
,10/14/2025,01:00 PM,131061-CA,"2122 Sterling Drive, Rocklin CA, 95765","IN FRONT OF THE COUNCIL CHAMBER ENTRANCE, ROSEVILLE CITY HALL, 311 VERNON STREET, ROSEVILLE, CA 95678",,,,,,,,
,10/14/2025,09:00 AM,133149-CA,"3617 Contempo Dr, Sacramento CA, 95826","AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814",,,,,,,,
,10/14/2025,10:30 AM,132167-CA,"3342 Lafayette St, Rosemead CA, 91770","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,
,10/14/2025,09:00 AM,129653-CA,"2220 Darby St, San Bernardino CA, 92407","AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710",,,,,,,,
,10/14/2025,09:00 AM,135136-CA,"6646 Beamer Way, Rio Linda CA, 95673","AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814",,,,,,,,
,10/14/2025,09:00 AM,124430-CA,"6904 Baroque Court, San Bernardino CA, 92407","AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710",,,,,,,,From 08/05/2025 to 10/14/2025
,10/14/2025,09:00 AM,098802-CA,"7513 Circle Parkway, Sacramento CA, 95823","AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814",,,,,,,,From 08/05/2025 to 10/14/2025
,10/14/2025,09:00 AM,102462-CA,"23406 Knapps Cutoff, Crestline Area CA, 92325","AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710",,,,,,,,From 09/05/2025 to 10/14/2025
,10/10/2025,10:30 AM,128758-CA,"5763N Carica Ave, Fresno CA, 93722","AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724",,,,,,,,From 09/05/2025 to 10/10/2025
,10/10/2025,02:00 PM,121418-CA,"1431 Los Coyotes Ct, Imperial CA, 92251","AT THE MAIN ENTRANCE OF THE IMPERIAL COUNTY COURTHOUSE, 939 W. MAIN STREET, EL CENTRO, CA 92243",,,,,,,,
,10/09/2025,09:00 AM,131965-CA,"5186 Columbus Place, Oxnard CA, 93033","Auction.com Room, Four Points by Sheraton Ventura Harbor Resort, 1050 Schooner Drive, Ventura, CA 93001",,,,,,,,From 07/31/2025 to 10/09/2025
,10/09/2025,01:30 PM,132266-CA,"108 Fausset Ct, Folsom CA, 95630","OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814",,,,,,,,From 07/24/2025 to 10/09/2025
,10/09/2025,01:00 PM,131821-CA,"3232 York Ct, Pollock Pines CA, 95726","AT THE MAIN ENTRANCE TO THE EL DORADO COUNTY SUPERIOR COURTHOUSE, PLACERVILLE MAIN STREET BRANCH, 495 MAIN STREET, PLACERVILLE, CA 95667",,,,,,,,
,10/09/2025,12:00 PM,135223-CA,"1652 71St Avenue, Oakland CA, 94621","At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612",,,,,,,,
,10/09/2025,09:00 AM,134923-CA,"3631 Cascara Ct, Simi Valley CA, 93065","Auction.com Room, Four Points by Sheraton Ventura Harbor Resort, 1050 Schooner Drive, Ventura, CA 93001",,,,,,,,
,10/09/2025,09:00 AM,136332-CA,"24301 Lysanda Drive, Mission Viejo CA, 92691","ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866",,,,,,,,
,10/09/2025,09:00 AM,132033-CA,"18882 E Spring St, Orange CA, 92869","ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866",,,,,,,,
,10/09/2025,12:00 PM,135095-CA,"40544 VERNE ST, FREMONT CA, 94538","At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612",,,,,,,,
,10/09/2025,01:45 PM,084572-CA,"1670 HALL RANCH RD, SANTA CRUZ CA, 95065","FRONT ENTRANCE (FACING OCEAN ST.), SANTA CRUZ COUNTY COURTHOUSE, 701 OCEAN STREET, SANTA CRUZ, 95060",,,,,,,,From 07/31/2025 to 10/09/2025
,10/09/2025,01:30 PM,123920-CA,"5721 Georgia Dr, N Highlands CA, 95660","OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814",,,,,,,,From 09/05/2025 to 10/09/2025
,10/09/2025,09:00 AM,131012-CA,"12836 PALM STREET UNIT 3, Garden Grove CA, 92840","ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866",,,,,,,,From 09/04/2025 to 10/09/2025
,10/09/2025,12:45 PM,127670-CA,"720 Matmor Rd, Woodland CA, 95776","OUTSIDE THE REAR (NORTH) ENTRANCE TO THE CITY HALL 1110 WEST CAPITOL AVENUE, WEST SACRAMENTO, CA 95691",,,,,,,,From 09/04/2025 to 10/09/2025
,10/09/2025,01:30 PM,026678-CA,"5543 DANJAC CIR, SACRAMENTO CA, 95822","OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814",,,,,,,,From 08/07/2025 to 10/09/2025
,10/08/2025,01:30 PM,134638-CA,"2618 Virginia Ave, Richmond CA, 94804","AT THE NORTH SIDE OF THE PITTSBURG CIVIC CENTER OUTSIDE NEAR THE GRASS LOCATED AT 65 CIVIC AVENUE, PITTSBURG, CA 94565",,,,,,,,From 08/20/2025 to 10/08/2025
,10/08/2025,09:00 AM,135934-CA,"3496 West Dovewood Avenue, Fresno CA, 93711","WEST ENTRANCE TO THE COUNTY COURTHOUSE BREEZEWAY, FRESNO SUPERIOR COURTHOUSE, 1100 VAN NESS AVENUE, FRESNO, CA 93724",,,,,,,,
,10/08/2025,10:30 AM,135810-CA,"439 S Clark Drive, Beverly Hills CA, 90211","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,
,10/09/2025,09:00 AM,129052-CA,"6906 Hastings St, Moorpark CA, 93021","Auction.com Room, Four Points by Sheraton Ventura Harbor Resort, 1050 Schooner Drive, Ventura, CA 93001",,,,,,,,
,10/09/2025,09:00 AM,121273-CA,"1396 MITCHELL LN, MANTECA CA, 95336","EAST WEBER AVENUE ENTRANCE, SAN JOAQUIN COUNTY COURTHOUSE, 222 E. WEBER AVENUE, STOCKTON, CA 95202",,,,,,,,
,10/08/2025,09:00 AM,138477-CA,"2711 TROPICANA DR, RIVERSIDE CA, 92504","AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882",,,,,,,,
,10/08/2025,10:00 AM,129403-CA,"1542 Denali Way, San Jose CA, 95122","AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113",,,,,,,,From 09/03/2025 to 10/08/2025
,10/08/2025,09:00 AM,132139-CA,"51640 Avenida Diaz, La Quinta CA, 92253","AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882",,,,,,,,From 09/03/2025 to 10/08/2025
,10/08/2025,09:00 AM,133507-CA,"27800 Grosse Point Dr, Sun City CA, 92586",At the Historic Corona Civic Center 815 W Sixth St. Corona CA 92882,,,,,,,,From 08/06/2025 to 10/08/2025
,10/08/2025,10:30 AM,132782-CA,"2303 Nolen Drive, Lincoln CA, 95648","OUTSIDE THE MAIN ENTRANCE TO CITY OF ROSEVILLE CIVIC CENTER, 311 VERNON STREET, ROSEVILLE, CA 95678",,,,,,,,From 08/20/2025 to 10/08/2025
,10/08/2025,09:00 AM,132099-CA,"2640 Brahms Ave, San Jose CA, 95122","AT THE GATED NORTH MARKET STREET ENTRANCE, SANTA CLARA COUNTY SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113",,,,,,,,
,10/08/2025,10:30 AM,129981-CA,"531 N Eaton Dr, Pasadena CA, 91107","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 09/03/2025 to 10/08/2025
,10/08/2025,09:00 AM,131793-CA,"12128 Washington Rd, Waterford CA, 95386","AT THE ""I"" STREET ENTRANCE TO THE COUNTY COURTHOUSE BUILDING, STANISLAUS COUNTY COURTHOUSE, 1100 ""I"" STREET, MODESTO, CA 95354",,,,,,,,
,10/08/2025,01:30 PM,130877-CA,"2733 Alcala St, Antioch CA, 94509","AT THE NORTH SIDE OF THE PITTSBURG CIVIC CENTER OUTSIDE NEAR THE GRASS LOCATED AT 65 CIVIC AVENUE, PITTSBURG, CA 94565",,,,,,,,
,10/08/2025,09:00 AM,132717-CA,"27307 Balboa Ct, Hemet CA, 92544","AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882",,,,,,,,
,10/08/2025,11:00 AM,128301-CA,"16505 Mclarty Rd, Montague CA, 96064","OUTSIDE THE EAST ENTRANCE TO THE SISKIYOU SUPERIOR COURTHOUSE, 311 4TH STREET, YREKA, CA 96097",,,,,,,,
,10/08/2025,09:00 AM,127766-CA,"79927 Viento Drive, La Quinta CA, 92253","AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882",,,,,,,,
,10/08/2025,01:00 PM,126919-CA,"1027 North Idaho Street, San Mateo CA, 94401","OUTSIDE THE MARSHALL ST. ENTRANCE TO THE HALL OF JUSTICE AND RECORDS, 400 COUNTY CENTER, REDWOOD CITY, CA 94063",,,,,,,,
,10/08/2025,10:00 AM,132761-CA,"8837 Glenda St, Bakersfield CA, 93307","AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301",,,,,,,,
,10/08/2025,01:30 PM,122475-CA,"535 Brookwood Court, Brentwood CA, 94513","AT THE NORTH SIDE OF THE PITTSBURG CIVIC CENTER OUTSIDE NEAR THE GRASS LOCATED AT 65 CIVIC AVENUE, PITTSBURG, CA 94565",,,,,,,,From 09/03/2025 to 10/08/2025
,10/08/2025,11:00 AM,124326-CA,"4444 West 63Rd Street, Los Angeles CA, 90043","At The Courtyard located at 400 Civic Center Plaza, Pomona, CA 91766",,,,,,,,From 09/03/2025 to 10/08/2025
,10/08/2025,10:30 AM,125399-CA,"15632 Viewridge Ln, Granada Hills CA, 91344","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 09/03/2025 to 10/08/2025
,10/08/2025,10:00 AM,122183-CA,"662 Barcelona Dr, Sonoma CA, 95476","IN THE PLAZA AT FREMONT PARK LOCATED AT 860 FIFTH STREET, SANTA ROSA, CA 95404",,,,,,,,From 09/03/2025 to 10/08/2025
,10/08/2025,01:30 PM,125471-CA,"1459 Wharton Way Unit C, Concord CA, 94521","AT THE NORTH SIDE OF THE PITTSBURG CIVIC CENTER OUTSIDE NEAR THE GRASS LOCATED AT 65 CIVIC AVENUE, PITTSBURG, CA 94565",,,,,,,,From 09/03/2025 to 10/08/2025
,10/08/2025,10:00 AM,126292-CA,"843 Kizer St, Milpitas CA, 95035","AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113",,,,,,,,From 09/03/2025 to 10/08/2025
,10/08/2025,01:00 PM,115164-CA,"747 N Glenwood Ave, Rialto CA, 92376","At the main (south) entrance to the City of Chino Civic Center, 13220 Central Avenue, Chino, CA 91710",,,,,,,,
,10/07/2025,11:00 AM,138948-CA,"7789 WINDY OAKS WAY, SHINGLETOWN CA, 96088","AT THE SOUTH ENTRANCE TO THE SHASTA COUNTY ADMINISTRATION BUILDING LOCATED AT 1450 COURT STREET, REDDING, CA 96001",,,,,,,,
,10/07/2025,11:00 AM,136475-CA,"12851 OLD OREGON TRAIL, REDDING CA, 96003","AT THE SOUTH ENTRANCE TO THE SHASTA COUNTY ADMINISTRATION BUILDING LOCATED AT 1450 COURT STREET, REDDING, CA 96001",,,,,,,,
,10/07/2025,02:00 PM,118228-CA,"4200 Mc Namara Way, Sacramento CA, 95823","At the main entrance to the County Courthouse, 720 9th Street, Sacramento, CA 95814",,,,,,,,From 09/02/2025 to 10/07/2025
,10/07/2025,10:30 AM,092119-CA,"17315 Ibex Ave, Cerritos CA, 90703","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 09/02/2025 to 10/07/2025
,10/07/2025,01:00 PM,131291-CA,"18535 9Th St, Bloomington CA, 92316","NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710",,,,,,,,From 09/02/2025 to 10/07/2025
,10/07/2025,01:30 PM,133523-CA,"6128 Georgia Dr, North Highlands CA, 95660","At the East Main entrance to the County Courthouse, 720 9th Street, Sacramento, CA 95814",,,,,,,,From 08/05/2025 to 10/07/2025
,10/07/2025,10:30 AM,119711-CA,"1627 Courtney Ave, Los Angeles CA, 90046","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 08/05/2025 to 10/07/2025
,10/07/2025,10:30 AM,131980-CA,"4150 Somers Ave, Los Angeles CA, 90065","BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766",,,,,,,,From 09/02/2025 to 10/07/2025
,10/07/2025,01:00 PM,127879-CA,"53105 Chia Trail, Pioneertown CA, 92268","NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710",,,,,,,,From 09/02/2025 to 10/07/2025
,10/06/2025,10:00 AM,136340-CA,"1303 Erie St, Bakersfield CA, 93307","AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301",,,,,,,,
,10/03/2025,10:30 AM,134954-CA,"4189 West Providence Avenue, Fresno CA, 93722","AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724",,,,,,,,
,10/06/2025,01:30 PM,130746-CA,"1205 W Cherry Dr, Orange CA, 92868","At the North front entrance to the County Courthouse at 700 Civic Center Drive West, Santa Ana, CA 92701",,,,,,,,
,10/03/2025,01:30 PM,135942-CA,"1735 Central Avenue, Napa CA, 94558","AT THE FOUNTAIN TO THE RIGHT OF THE NAPA COUNTY SUPERIOR COURT LOCATED AT 1111 THIRD STREET, NAPA, CA 94559",,,,,,,,
,10/06/2025,12:00 PM,136060-CA,"10230 Pt Lakeview Rd, Kelseyville CA, 95451","Front Door, Lake County Courthouse, 255 N. Forbes St., Lakeport, CA 95453",,,,,,,,
,10/06/2025,09:30 AM,131446-CA,"641 Vintage Valley Dr, Fairfield CA, 94534","OUTSIDE OF SANTA CLARA STREET ENTRANCE TO THE CITY HALL 555 SANTA CLARA STREET, VALLEJO, CA 94590",,,,,,,,
,10/06/2025,10:00 AM,135790-CA,"9 Glenn Lane, Bodfish CA, 93205","AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301",,,,,,,,
,10/06/2025,10:30 AM,106376-CA,"757 Mockingbird Circle, Escondido CA, 92025","AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020",,,,,,,,
,10/02/2025,03:30 PM,136062-CA,"13784 ROCKY TOP END RD, SONORA CA, 95370","AT THE FRONT ENTRANCE TO THE ADMINISTRATION BUILDING, AT THE COUNTY COURTHOUSE COMPLEX, 2 S. GREEN STREET, SONORA, CA 95370",,,,,,,,
,10/02/2025,09:00 AM,135384-CA,"1050 E 72Nd St, Long Beach CA, 90805","VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE, NORWALK, CA 90650",,,,,,,,
,10/03/2025,01:30 PM,131514-CA,"1051 Vassar Dr, Napa CA, 94558","AT THE FOUNTAIN TO THE RIGHT OF THE NAPA COUNTY SUPERIOR COURT LOCATED AT 1111 THIRD STREET, NAPA, CA 94559",,,,,,,,
,10/02/2025,09:00 AM,126977-CA,"564 S MCDONNELL AVE 560 562, LOS ANGELES CA, 90022","VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE, NORWALK, CA 90650",,,,,,,,From 09/04/2025 to 10/02/2025
,10/02/2025,12:00 PM,128352-CA,"6183 Corte Padre, Pleasanton CA, 94566","At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612",,,,,,,,From 08/28/2025 to 10/02/2025
,10/02/2025,09:00 AM,128751-CA,"7626 Valmont St, Tujunga CA, 91042","VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE, NORWALK, CA 90650",,,,,,,,From 07/24/2025 to 10/02/2025
,10/02/2025,09:00 AM,127919-CA,"7211 Elizabeth Lake Rd, Leona Valley CA, 93551","VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE, NORWALK, CA 90650",,,,,,,,From 08/21/2025 to 10/02/2025
,10/02/2025,09:00 AM,131862-CA,"5520 Rich Hill Way, Yorba Linda CA, 92886","ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866",,,,,,,,From 08/28/2025 to 10/02/2025
,10/02/2025,12:00 PM,131956-CA,"39832 Potrero Drive, Newark CA, 94560","At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612",,,,,,,,From 08/28/2025 to 10/02/2025
,10/02/2025,01:30 PM,126885-CA,"7637 Nixos Way, Sacramento CA, 95823","OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814",,,,,,,,From 07/31/2025 to 10/02/2025
,10/02/2025,09:00 AM,127965-CA,"1700 Ard Eevin Ave, Glendale CA, 91202","VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE, NORWALK, CA 90650",,,,,,,,
,10/02/2025,09:00 AM,132136-CA,"1326 Ashport St, Pomona CA, 91768","VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE, NORWALK, CA 90650",,,,,,,,
,10/02/2025,12:45 PM,131914-CA,"1010 - 1012 4Th St, Woodland CA, 95695","OUTSIDE THE REAR (NORTH) ENTRANCE TO THE CITY HALL 1110 WEST CAPITOL AVENUE, WEST SACRAMENTO, CA 95691",,,,,,,,
,10/02/2025,03:00 PM,133731-CA,"1504 La Palma Ct, Yuba City CA, 95993","At the main entrance to the old County Courthouse located at 446 Second Street, Yuba City, CA 95991",,,,,,,,
,10/02/2025,09:00 AM,134482-CA,"1001 Panoramic Way, Oakland CA, 94704","at the Fallon Street Steps Alameda County Courthouse, 1225 Fallon Street, Oakland, CA 94612",,,,,,,,
,10/02/2025,09:00 AM,129031-CA,"917 E 49TH PL, LOS ANGELES CA, 90011","VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE, NORWALK, CA 90650",,,,,,,,
,10/02/2025,01:30 PM,134680-CA,"2785 Rainier Way, Antelope CA, 95843","OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814",,,,,,,,
,10/02/2025,12:00 PM,133610-CA,"13170 6Th Pl, Yucaipa CA, 92399","At the North Arrowhead Avenue entrance to the County Courthouse, 351 North Arrowhead Avenue, San Bernardino, CA 92401",,,,,,,,
,10/02/2025,09:00 AM,126386-CA,"16008 La Salle Ave 11, Gardena CA, 90247","VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE, NORWALK, CA 90650",,,,,,,,From 08/07/2025 to 10/02/2025
,10/02/2025,09:00 AM,104343-CA,"344 East Avenue J7, Lancaster CA, 93535","VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE, NORWALK, CA 90650",,,,,,,,From 08/21/2025 to 10/02/2025
,10/02/2025,01:45 PM,100158-CA,"12670 East Street, Boulder Creek CA, 95006","AT THE COURTYARD STEPS TO THE SANTA CRUZ COUNTY COURTHOUSE, 701 OCEAN ST., SANTA CRUZ, CA 95060",,,,,,,,From 08/21/2025 to 10/02/2025
,10/02/2025,01:30 PM,126507-CA,"9475 Mandrake Ct, Elk Grove CA, 95624","At the main entrance to the County Courthouse, 720 9th Street, Sacramento, CA 95814",,,,,,,,From 08/28/2025 to 10/02/2025
